epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
234,36468.2,0.78116,0.10441,0.03999,0.39668,0.9385,0.89312,0.84917,0.89775,0.61374,0.32164,0.24714,0.27131,0.26742,1.23721,0.34409,0.17335,0.58736,1.16479,0.000897946,0.000897946,0.000897946
235,36625.8,0.77269,0.1299,0.04147,0.39076,0.93204,0.8849,0.86467,0.89792,0.61401,0.31869,0.24744,0.26953,0.26548,1.24079,0.40239,0.1586,0.58866,1.16345,0.000894646,0.000894646,0.000894646
236,36781.1,0.78482,0.16024,0.04001,0.39905,0.93665,0.88661,0.86122,0.89707,0.61195,0.32325,0.24985,0.27168,0.26907,1.2432,0.34007,0.15609,0.58702,1.16886,0.000891345,0.000891345,0.000891345
237,36937.8,0.78176,0.13007,0.03902,0.39818,0.93782,0.88032,0.85882,0.89846,0.61314,0.32002,0.24714,0.26795,0.26423,1.24104,0.37643,0.16343,0.58681,1.16988,0.000888044,0.000888044,0.000888044
238,37096,0.76816,0.1374,0.03829,0.3927,0.92767,0.8883,0.85583,0.89903,0.61415,0.31945,0.24684,0.27066,0.26609,1.24104,0.40335,0.16464,0.58629,1.16835,0.000884744,0.000884744,0.000884744
239,37252.4,0.77051,0.12214,0.04547,0.39451,0.93167,0.8836,0.86123,0.90094,0.6157,0.32059,0.24473,0.27302,0.27012,1.23821,0.35888,0.1641,0.58066,1.16871,0.000881443,0.000881443,0.000881443
240,37408.8,0.77568,0.11256,0.03802,0.39629,0.93276,0.89398,0.86182,0.90262,0.61649,0.31702,0.24382,0.26856,0.26524,1.2425,0.35744,0.15905,0.58448,1.16915,0.000878142,0.000878142,0.000878142
241,37565.1,0.78831,0.14074,0.03733,0.39609,0.94077,0.88139,0.86964,0.90042,0.61475,0.31786,0.24653,0.26873,0.26553,1.24131,0.35222,0.16299,0.57913,1.16539,0.000874842,0.000874842,0.000874842
242,37721.6,0.76602,0.11252,0.03519,0.38824,0.92713,0.89732,0.85858,0.89972,0.61221,0.31742,0.24684,0.26991,0.26626,1.24056,0.34985,0.16423,0.58173,1.1673,0.000871541,0.000871541,0.000871541
243,37877.9,0.77996,0.14606,0.04278,0.39693,0.93575,0.89565,0.85364,0.90134,0.61524,0.3159,0.24442,0.26933,0.26598,1.2412,0.32143,0.16317,0.57974,1.16786,0.00086824,0.00086824,0.00086824
244,38035,0.77665,0.10227,0.03806,0.39656,0.9322,0.89333,0.85026,0.89754,0.61528,0.32442,0.24669,0.27101,0.26814,1.24104,0.34298,0.16249,0.58386,1.17218,0.00086494,0.00086494,0.00086494
245,38190.6,0.75962,0.11536,0.03501,0.39058,0.92956,0.89344,0.85792,0.89817,0.61539,0.32382,0.24653,0.27283,0.26835,1.23719,0.36096,0.17026,0.58021,1.17011,0.000861639,0.000861639,0.000861639
246,38347.7,0.77189,0.11826,0.03764,0.39441,0.9335,0.90563,0.84201,0.89956,0.61458,0.32258,0.24495,0.27292,0.2684,1.24398,0.37446,0.15776,0.58446,1.17305,0.000858338,0.000858338,0.000858338
247,38503.8,0.76271,0.10348,0.03108,0.39263,0.93111,0.9052,0.84372,0.90088,0.61254,0.31904,0.24322,0.26862,0.26346,1.24574,0.4339,0.16394,0.58288,1.17381,0.000855038,0.000855038,0.000855038
248,38659.6,0.76091,0.10844,0.03322,0.3853,0.92832,0.90343,0.84634,0.89924,0.61431,0.31889,0.24473,0.27034,0.26692,1.23829,0.33706,0.16976,0.58498,1.16882,0.000851737,0.000851737,0.000851737
249,38817.3,0.7712,0.13813,0.04363,0.38907,0.93564,0.90252,0.84469,0.89811,0.61252,0.32426,0.24301,0.27033,0.26643,1.24227,0.37984,0.16512,0.58481,1.16877,0.000848436,0.000848436,0.000848436
250,38975.4,0.75021,0.12307,0.03733,0.3856,0.92716,0.88809,0.86082,0.89869,0.61276,0.31983,0.24322,0.27018,0.26521,1.24285,0.38393,0.16242,0.58469,1.17217,0.000845136,0.000845136,0.000845136
251,39131,0.76367,0.13506,0.03538,0.39076,0.92823,0.87438,0.87324,0.89965,0.61275,0.32292,0.24533,0.27306,0.26902,1.24159,0.37901,0.16731,0.58725,1.17019,0.000841835,0.000841835,0.000841835
252,39287.2,0.77086,0.11156,0.03643,0.38931,0.92958,0.89441,0.86267,0.90275,0.61565,0.32271,0.24523,0.27323,0.26981,1.23884,0.35919,0.17451,0.57713,1.16863,0.000838534,0.000838534,0.000838534
253,39443.7,0.75143,0.10633,0.03468,0.38418,0.92688,0.89757,0.85611,0.89965,0.61279,0.32286,0.24412,0.27009,0.267,1.24547,0.34095,0.17493,0.58418,1.17095,0.000835234,0.000835234,0.000835234
254,39600.4,0.76029,0.12402,0.03519,0.38827,0.9267,0.89792,0.85219,0.89857,0.61117,0.32525,0.24804,0.26854,0.2647,1.24747,0.36878,0.17973,0.58709,1.17584,0.000831933,0.000831933,0.000831933
255,39756.8,0.74411,0.1247,0.03515,0.38133,0.92481,0.8929,0.85702,0.90078,0.61174,0.32119,0.24533,0.26756,0.26396,1.24655,0.35322,0.17365,0.58213,1.17423,0.000828632,0.000828632,0.000828632
256,39913,0.74965,0.10314,0.03926,0.38501,0.93023,0.87666,0.86087,0.89949,0.61105,0.31903,0.24744,0.26836,0.26475,1.24491,0.3938,0.16478,0.58567,1.17168,0.000825332,0.000825332,0.000825332
257,40069.9,0.74623,0.10267,0.03575,0.38369,0.92382,0.88158,0.85931,0.90085,0.61334,0.31787,0.24714,0.26999,0.26683,1.2441,0.34817,0.16862,0.58359,1.17298,0.000822031,0.000822031,0.000822031
258,40226.3,0.74127,0.10061,0.034,0.3807,0.92696,0.89514,0.8489,0.89966,0.61402,0.31904,0.24714,0.27054,0.26841,1.24152,0.3138,0.16388,0.5826,1.17251,0.00081873,0.00081873,0.00081873
259,40382.6,0.74338,0.12977,0.0385,0.37998,0.92515,0.88068,0.86488,0.898,0.61224,0.31898,0.24695,0.27071,0.26736,1.24516,0.3617,0.16501,0.58891,1.17158,0.00081543,0.00081543,0.00081543
260,40538.6,0.74253,0.11721,0.03108,0.38105,0.92291,0.90179,0.84929,0.89835,0.61224,0.31754,0.24864,0.2697,0.26603,1.24826,0.34819,0.16821,0.588,1.17599,0.000812129,0.000812129,0.000812129
261,40694.5,0.74361,0.11365,0.03673,0.37868,0.92521,0.89545,0.85461,0.89859,0.61399,0.31808,0.24503,0.26976,0.26686,1.24381,0.34256,0.17637,0.5842,1.17189,0.000808828,0.000808828,0.000808828
262,40850.1,0.75364,0.12162,0.03599,0.38258,0.9276,0.89356,0.85701,0.89905,0.6139,0.31732,0.24714,0.27078,0.26695,1.24064,0.38849,0.18301,0.58138,1.17473,0.000805528,0.000805528,0.000805528
263,41006.4,0.73886,0.11395,0.03565,0.37853,0.92464,0.88812,0.85568,0.89475,0.61027,0.3146,0.24834,0.2684,0.26525,1.24495,0.35269,0.17779,0.58715,1.17772,0.000802227,0.000802227,0.000802227
264,41163.5,0.72637,0.09695,0.03092,0.37083,0.91991,0.89105,0.85401,0.89515,0.60977,0.31903,0.24895,0.2694,0.26663,1.24475,0.35535,0.16933,0.58832,1.17655,0.000798926,0.000798926,0.000798926
265,41319.7,0.74263,0.12693,0.0379,0.37811,0.92355,0.89276,0.85179,0.89542,0.60924,0.31434,0.24748,0.272,0.2683,1.24928,0.37607,0.16644,0.58751,1.18036,0.000795626,0.000795626,0.000795626
266,41476,0.74304,0.12832,0.03939,0.38069,0.92187,0.88453,0.86339,0.89872,0.61127,0.3166,0.24895,0.27063,0.26666,1.24667,0.35321,0.1661,0.5817,1.17795,0.000792325,0.000792325,0.000792325
267,41631.8,0.73641,0.11013,0.03566,0.37742,0.92138,0.89469,0.85256,0.89534,0.61052,0.31618,0.24623,0.2694,0.26572,1.2461,0.36737,0.16039,0.58774,1.17569,0.000789024,0.000789024,0.000789024
268,41788.6,0.7273,0.12292,0.03316,0.37526,0.91898,0.8809,0.86355,0.89691,0.61203,0.32163,0.24782,0.27322,0.26948,1.24635,0.3515,0.17061,0.58194,1.17848,0.000785724,0.000785724,0.000785724
269,41944.6,0.72772,0.10787,0.03794,0.37389,0.91793,0.8857,0.86151,0.89826,0.61285,0.32068,0.24744,0.27017,0.26578,1.2489,0.37078,0.17221,0.58299,1.17903,0.000782423,0.000782423,0.000782423
270,42102,0.74559,0.12435,0.0341,0.37604,0.92444,0.89099,0.85254,0.89667,0.61241,0.31497,0.24864,0.26626,0.26191,1.24597,0.36156,0.16705,0.58656,1.17964,0.000779122,0.000779122,0.000779122
271,42258.7,0.74756,0.0911,0.03667,0.38149,0.92479,0.88264,0.86272,0.89473,0.60793,0.32128,0.24598,0.27067,0.26734,1.24715,0.33687,0.1716,0.58521,1.17509,0.000775822,0.000775822,0.000775822
272,42415.6,0.75091,0.12953,0.03803,0.3809,0.92627,0.89829,0.84975,0.89822,0.60865,0.31723,0.24744,0.26925,0.26445,1.24877,0.36593,0.16288,0.58272,1.17631,0.000772521,0.000772521,0.000772521
273,42572.6,0.74749,0.12967,0.03232,0.37674,0.92333,0.88711,0.86364,0.89615,0.60984,0.3165,0.24834,0.27011,0.26676,1.24461,0.33704,0.15809,0.58368,1.17226,0.00076922,0.00076922,0.00076922
274,42728.6,0.7364,0.12893,0.03842,0.37856,0.92074,0.89371,0.85641,0.89899,0.61354,0.31736,0.24684,0.26857,0.26574,1.24317,0.33995,0.15775,0.57991,1.17293,0.00076592,0.00076592,0.00076592
275,42884.7,0.7313,0.13322,0.03317,0.37384,0.92049,0.90168,0.84781,0.89784,0.61221,0.3215,0.24864,0.27482,0.27123,1.24948,0.35599,0.1629,0.58129,1.17745,0.000762619,0.000762619,0.000762619
276,43040.7,0.73402,0.14201,0.03278,0.37622,0.91976,0.89235,0.8591,0.89863,0.61452,0.31745,0.24593,0.27151,0.26796,1.24511,0.37651,0.16105,0.58281,1.17393,0.000759318,0.000759318,0.000759318
277,43197.1,0.72543,0.10543,0.029,0.36983,0.92106,0.89741,0.85477,0.89845,0.61294,0.3166,0.24925,0.27163,0.26911,1.24453,0.34615,0.16806,0.58534,1.17674,0.000756018,0.000756018,0.000756018
278,43355.6,0.73514,0.12522,0.03528,0.37369,0.91958,0.88833,0.85836,0.89688,0.61224,0.31333,0.24744,0.26893,0.26541,1.24383,0.33659,0.17302,0.5831,1.17552,0.000752717,0.000752717,0.000752717
279,43513.5,0.72972,0.12561,0.03573,0.37269,0.92038,0.89442,0.8589,0.89821,0.6122,0.31487,0.24895,0.26882,0.26339,1.24651,0.39129,0.16755,0.58106,1.17755,0.000749417,0.000749417,0.000749417
280,43670,0.72435,0.10653,0.03703,0.37189,0.9168,0.90112,0.85311,0.89977,0.61185,0.314,0.24714,0.26682,0.26339,1.25145,0.35563,0.17191,0.58223,1.18172,0.000746116,0.000746116,0.000746116
281,43826.6,0.73313,0.09947,0.03763,0.37618,0.9218,0.88456,0.86232,0.89859,0.61181,0.31547,0.24422,0.26806,0.26444,1.24754,0.36524,0.17442,0.58703,1.17834,0.000742815,0.000742815,0.000742815
282,43982.9,0.71867,0.10813,0.03181,0.36897,0.91586,0.88757,0.864,0.89844,0.61171,0.31979,0.24709,0.27082,0.26824,1.24682,0.33313,0.17155,0.5839,1.17904,0.000739515,0.000739515,0.000739515
283,44138.5,0.72488,0.12664,0.03113,0.37076,0.91781,0.90625,0.8485,0.89799,0.61238,0.31793,0.24744,0.26925,0.26672,1.24845,0.33193,0.16966,0.58364,1.17859,0.000736214,0.000736214,0.000736214
284,44295.4,0.73509,0.12531,0.03304,0.37311,0.9203,0.90646,0.84704,0.8948,0.61077,0.31686,0.24442,0.26695,0.26462,1.24412,0.34559,0.17722,0.58397,1.17527,0.000732913,0.000732913,0.000732913
285,44450.8,0.72356,0.10528,0.03173,0.37146,0.92063,0.89165,0.86303,0.89711,0.6122,0.31737,0.24442,0.2705,0.2679,1.2469,0.33954,0.17199,0.58263,1.17569,0.000729613,0.000729613,0.000729613
286,44606.9,0.71995,0.1084,0.03506,0.37217,0.91503,0.89025,0.85912,0.89516,0.61076,0.31329,0.24442,0.27003,0.26679,1.2439,0.35648,0.1767,0.58842,1.17688,0.000726312,0.000726312,0.000726312
287,44763.2,0.71244,0.10819,0.03264,0.36652,0.91678,0.88852,0.8578,0.89778,0.61068,0.31552,0.24412,0.26959,0.26676,1.24956,0.35599,0.16549,0.58646,1.18091,0.000723011,0.000723011,0.000723011
288,44919.3,0.71257,0.11816,0.03355,0.36702,0.9154,0.89566,0.84849,0.89335,0.60922,0.31428,0.24442,0.26696,0.26344,1.24852,0.37329,0.16826,0.58791,1.18106,0.000719711,0.000719711,0.000719711
289,45074.9,0.72013,0.10177,0.02971,0.36877,0.91337,0.88769,0.8525,0.89206,0.60989,0.31385,0.24412,0.26748,0.26444,1.24574,0.35431,0.17285,0.59286,1.18059,0.00071641,0.00071641,0.00071641
290,45232.2,0.71697,0.11688,0.03199,0.36865,0.91298,0.88776,0.8582,0.89304,0.61135,0.31912,0.24533,0.27012,0.26715,1.24585,0.35841,0.16643,0.58725,1.17958,0.000713109,0.000713109,0.000713109
291,45387.6,0.72265,0.12567,0.03662,0.36823,0.91955,0.88666,0.85851,0.89539,0.61151,0.31763,0.24473,0.26956,0.26737,1.24755,0.3313,0.1655,0.5841,1.18009,0.000709809,0.000709809,0.000709809
292,45543.7,0.71534,0.11139,0.03179,0.36428,0.91234,0.89583,0.84968,0.89567,0.61153,0.31721,0.24201,0.27097,0.26832,1.24581,0.33321,0.16687,0.58309,1.17976,0.000706508,0.000706508,0.000706508
293,45700.8,0.72096,0.11281,0.03495,0.36774,0.91431,0.89451,0.8546,0.89634,0.61088,0.319,0.24593,0.27202,0.26926,1.24679,0.32693,0.16732,0.58161,1.17911,0.000703207,0.000703207,0.000703207
294,45857.2,0.71403,0.13268,0.03614,0.3665,0.91231,0.89296,0.85449,0.89462,0.61045,0.31736,0.24533,0.26909,0.26611,1.24478,0.33883,0.16979,0.58656,1.17783,0.000699907,0.000699907,0.000699907
295,46014,0.71846,0.11878,0.03694,0.36499,0.9181,0.87806,0.86704,0.89624,0.61119,0.31353,0.24352,0.26694,0.26449,1.24493,0.33107,0.1646,0.5873,1.1799,0.000696606,0.000696606,0.000696606
296,46169.6,0.71075,0.10824,0.03802,0.36623,0.91525,0.88782,0.86,0.8961,0.61026,0.31357,0.24382,0.2665,0.26421,1.24976,0.33491,0.16384,0.59023,1.18462,0.000693305,0.000693305,0.000693305
297,46326.4,0.71445,0.12718,0.03185,0.36513,0.91515,0.88897,0.86091,0.89629,0.6101,0.31483,0.24593,0.26773,0.26434,1.24588,0.35677,0.15784,0.58639,1.18092,0.000690005,0.000690005,0.000690005
298,46482.1,0.71648,0.10492,0.03543,0.36495,0.91552,0.88542,0.85804,0.89197,0.60967,0.31521,0.24626,0.26858,0.26684,1.248,0.30366,0.176,0.58839,1.18201,0.000686704,0.000686704,0.000686704
299,46637.8,0.70022,0.11001,0.03568,0.35845,0.91142,0.87952,0.86692,0.89352,0.61028,0.30994,0.24473,0.26999,0.26851,1.24863,0.31102,0.17575,0.58931,1.18136,0.000683403,0.000683403,0.000683403
300,46795.7,0.69023,0.11153,0.03036,0.3579,0.90733,0.89256,0.85084,0.89135,0.60942,0.3177,0.24442,0.27168,0.26992,1.24741,0.31961,0.16962,0.58943,1.18155,0.000680103,0.000680103,0.000680103
301,46951.9,0.69626,0.09762,0.03139,0.36082,0.91005,0.89981,0.84707,0.88988,0.6068,0.32163,0.24352,0.27253,0.27048,1.25002,0.32366,0.16995,0.58782,1.18367,0.000676802,0.000676802,0.000676802
302,47107.9,0.70726,0.13263,0.03257,0.36164,0.91091,0.89643,0.84762,0.89252,0.61045,0.32001,0.24744,0.27272,0.2703,1.2453,0.33091,0.17299,0.58698,1.17983,0.000673501,0.000673501,0.000673501
303,47264.6,0.6998,0.11278,0.03545,0.35843,0.90975,0.89936,0.85007,0.89417,0.61143,0.3163,0.24412,0.26997,0.26777,1.24335,0.32282,0.17132,0.58384,1.18084,0.000670201,0.000670201,0.000670201
304,47421.1,0.71907,0.14045,0.03527,0.36463,0.91634,0.89979,0.85303,0.89456,0.61072,0.3195,0.24653,0.27302,0.27112,1.24861,0.31981,0.1629,0.58305,1.18289,0.0006669,0.0006669,0.0006669
305,47578.3,0.69206,0.09951,0.02709,0.3558,0.90604,0.89303,0.85066,0.89313,0.60794,0.31842,0.24533,0.26866,0.26633,1.25108,0.33718,0.16633,0.5856,1.18454,0.000663599,0.000663599,0.000663599
306,47733.9,0.70059,0.10296,0.02906,0.35939,0.90643,0.89653,0.8478,0.89257,0.60826,0.31819,0.24593,0.26774,0.26435,1.25078,0.35684,0.16914,0.58654,1.183,0.000660299,0.000660299,0.000660299
307,47890.1,0.6935,0.0965,0.02953,0.35696,0.91215,0.88192,0.86061,0.89066,0.60774,0.31921,0.24503,0.26749,0.26499,1.25052,0.35418,0.17076,0.58722,1.18448,0.000656998,0.000656998,0.000656998
308,48046.3,0.70284,0.10486,0.03299,0.36044,0.91148,0.89153,0.85459,0.89095,0.60818,0.31341,0.24473,0.26537,0.26304,1.2474,0.34601,0.17805,0.59025,1.17956,0.000653697,0.000653697,0.000653697
309,48204,0.70257,0.11169,0.03124,0.36557,0.90807,0.89571,0.84916,0.89291,0.60978,0.31765,0.24714,0.27002,0.26762,1.24305,0.34633,0.16879,0.58619,1.17966,0.000650397,0.000650397,0.000650397
310,48359.2,0.69397,0.09547,0.02655,0.35645,0.90653,0.88831,0.86289,0.89526,0.60959,0.31734,0.24623,0.2702,0.26709,1.24745,0.3524,0.17036,0.58695,1.18365,0.000647096,0.000647096,0.000647096
311,48515.5,0.69845,0.13261,0.03752,0.35653,0.90892,0.89498,0.85399,0.89417,0.61003,0.31324,0.24412,0.26869,0.26627,1.24605,0.34071,0.17161,0.59006,1.18354,0.000643795,0.000643795,0.000643795
312,48671.1,0.70669,0.09746,0.03154,0.363,0.91404,0.88457,0.8636,0.89585,0.6115,0.31369,0.24442,0.26903,0.26601,1.24895,0.34904,0.17282,0.58837,1.18507,0.000640495,0.000640495,0.000640495
313,48827.9,0.69103,0.09101,0.02644,0.35339,0.90354,0.88211,0.8616,0.89401,0.60944,0.31696,0.24442,0.2664,0.26366,1.24701,0.34638,0.17482,0.59139,1.18446,0.000637194,0.000637194,0.000637194
314,48985.4,0.69323,0.11548,0.02706,0.35583,0.9074,0.86461,0.87685,0.89292,0.60895,0.31597,0.24527,0.26655,0.2648,1.24454,0.32638,0.18066,0.5901,1.18482,0.000633893,0.000633893,0.000633893
315,49141.3,0.68083,0.10119,0.03101,0.35485,0.90614,0.88351,0.85972,0.8927,0.60749,0.31528,0.24588,0.26763,0.26588,1.24715,0.30494,0.17443,0.58597,1.18497,0.000630593,0.000630593,0.000630593
316,49297.3,0.68739,0.11533,0.03232,0.35917,0.90364,0.88932,0.85392,0.89374,0.61034,0.31641,0.24352,0.26838,0.26657,1.2457,0.30727,0.17575,0.58892,1.18304,0.000627292,0.000627292,0.000627292
317,49453.2,0.70554,0.12324,0.03357,0.36209,0.90887,0.88941,0.85402,0.89352,0.61081,0.31828,0.24412,0.27035,0.26841,1.24659,0.32047,0.17054,0.58799,1.18375,0.000623991,0.000623991,0.000623991
318,49609.8,0.67936,0.10867,0.02537,0.35013,0.90052,0.88002,0.86723,0.89358,0.60895,0.31734,0.24322,0.26961,0.26751,1.24901,0.32667,0.17686,0.59129,1.18731,0.000620691,0.000620691,0.000620691
319,49767.1,0.69298,0.09993,0.02856,0.35737,0.90528,0.88211,0.86001,0.89246,0.60795,0.31536,0.24412,0.26727,0.26483,1.24907,0.33599,0.18134,0.58595,1.18603,0.00061739,0.00061739,0.00061739
320,49923.6,0.69143,0.10892,0.02885,0.35551,0.90837,0.88421,0.85851,0.89425,0.60825,0.32145,0.24533,0.26788,0.26547,1.24995,0.33295,0.18075,0.58875,1.18412,0.000614089,0.000614089,0.000614089
321,50078.7,0.68599,0.09173,0.02944,0.35596,0.90768,0.88045,0.86164,0.89486,0.60948,0.31519,0.24352,0.2691,0.26711,1.25006,0.31804,0.16985,0.58609,1.18586,0.000610789,0.000610789,0.000610789
322,50235.8,0.68461,0.10256,0.03178,0.35144,0.90289,0.8895,0.85172,0.89369,0.60977,0.31171,0.24623,0.27009,0.2684,1.24739,0.32229,0.17112,0.58535,1.18583,0.000607488,0.000607488,0.000607488
323,50390.9,0.68103,0.10354,0.02888,0.34936,0.90221,0.87455,0.86481,0.89175,0.61014,0.31399,0.24322,0.2679,0.2656,1.24759,0.3303,0.1742,0.58815,1.18814,0.000604187,0.000604187,0.000604187
324,50547.3,0.67673,0.07543,0.02805,0.34763,0.90447,0.88989,0.84894,0.89118,0.60897,0.31405,0.24382,0.26734,0.26523,1.24683,0.32881,0.1798,0.58892,1.18755,0.000600887,0.000600887,0.000600887
325,50705.1,0.68205,0.1157,0.02791,0.3549,0.9026,0.89206,0.84673,0.88886,0.60614,0.31844,0.24533,0.26778,0.26604,1.24667,0.31165,0.18322,0.59473,1.1879,0.000597586,0.000597586,0.000597586
326,50861.3,0.67829,0.09716,0.02863,0.35022,0.90553,0.87382,0.86933,0.89129,0.60726,0.31729,0.24593,0.26988,0.26837,1.24682,0.31047,0.18085,0.59011,1.18699,0.000594286,0.000594286,0.000594286
327,51017.6,0.68406,0.09569,0.02975,0.35322,0.90397,0.88422,0.86177,0.89124,0.60714,0.31284,0.24623,0.26844,0.26629,1.24905,0.30266,0.18276,0.59227,1.18767,0.000590985,0.000590985,0.000590985
328,51174.8,0.68648,0.11684,0.02834,0.35435,0.90485,0.87974,0.86455,0.8909,0.60665,0.31135,0.24623,0.26671,0.26456,1.25021,0.29832,0.18013,0.59239,1.18796,0.000587684,0.000587684,0.000587684
329,51330.1,0.67767,0.12484,0.02801,0.34777,0.90528,0.8821,0.86115,0.89127,0.60762,0.31097,0.24473,0.26808,0.26564,1.2489,0.31109,0.18518,0.59328,1.18689,0.000584384,0.000584384,0.000584384
330,51486.5,0.68157,0.1101,0.0298,0.34929,0.90291,0.89313,0.8546,0.89092,0.60762,0.31179,0.24623,0.26822,0.26528,1.25053,0.30844,0.18302,0.59303,1.18831,0.000581083,0.000581083,0.000581083
331,51643.4,0.66941,0.09048,0.02714,0.348,0.90015,0.89858,0.85233,0.89279,0.608,0.30925,0.24653,0.26625,0.26387,1.25113,0.30019,0.18241,0.59188,1.18967,0.000577782,0.000577782,0.000577782
332,51798.7,0.6727,0.11418,0.02794,0.34976,0.89894,0.88471,0.86095,0.89113,0.6052,0.31318,0.24714,0.26814,0.26507,1.25309,0.30415,0.17869,0.59135,1.18908,0.000574482,0.000574482,0.000574482
333,51954.3,0.6712,0.10615,0.02773,0.34898,0.90405,0.88401,0.86187,0.89444,0.6085,0.31179,0.24565,0.27005,0.26759,1.24804,0.30614,0.18516,0.58862,1.18662,0.000571181,0.000571181,0.000571181
334,52110.5,0.67216,0.09279,0.02839,0.3479,0.90273,0.89191,0.85458,0.89347,0.6076,0.31332,0.24503,0.27052,0.26832,1.24933,0.31613,0.18406,0.59155,1.18715,0.00056788,0.00056788,0.00056788
335,52266.6,0.67206,0.11737,0.02592,0.34462,0.8997,0.88436,0.86271,0.89471,0.60999,0.31105,0.24623,0.26967,0.2676,1.25159,0.30589,0.18695,0.59247,1.19199,0.00056458,0.00056458,0.00056458
336,52422.7,0.67319,0.102,0.0267,0.34755,0.90206,0.88648,0.86201,0.89449,0.61049,0.31707,0.24774,0.27118,0.26897,1.25113,0.30496,0.18753,0.59094,1.19075,0.000561279,0.000561279,0.000561279
337,52578.9,0.6626,0.11103,0.02875,0.34333,0.89469,0.88984,0.85654,0.89339,0.60849,0.31483,0.24653,0.26905,0.26743,1.25221,0.29095,0.19083,0.5919,1.19084,0.000557978,0.000557978,0.000557978
338,52735.3,0.68401,0.11354,0.02858,0.3486,0.90592,0.89686,0.84679,0.89214,0.60932,0.30769,0.24714,0.26745,0.26564,1.2502,0.28945,0.1782,0.5869,1.1906,0.000554678,0.000554678,0.000554678
339,52891,0.66842,0.08639,0.02747,0.34345,0.90044,0.89086,0.85134,0.89444,0.60898,0.3106,0.24774,0.26846,0.26706,1.25047,0.28535,0.17051,0.58796,1.18851,0.000551377,0.000551377,0.000551377
340,53047.2,0.66704,0.09377,0.02691,0.34218,0.89734,0.89203,0.85182,0.89332,0.60878,0.30887,0.24774,0.26742,0.26587,1.25163,0.29528,0.16911,0.58742,1.19153,0.000548076,0.000548076,0.000548076
341,53203,0.67317,0.11916,0.02514,0.34526,0.90237,0.88955,0.85683,0.89337,0.60861,0.31113,0.24714,0.26843,0.26732,1.24945,0.29029,0.17661,0.58564,1.18795,0.000544776,0.000544776,0.000544776
342,53358.6,0.66669,0.10767,0.03134,0.3453,0.89699,0.89013,0.85219,0.89251,0.6084,0.31308,0.24593,0.26704,0.26546,1.25062,0.29323,0.1758,0.58743,1.18873,0.000541475,0.000541475,0.000541475
343,53515,0.66385,0.0888,0.02717,0.34179,0.90025,0.88967,0.85592,0.89337,0.6105,0.31017,0.24653,0.26914,0.26752,1.25012,0.30463,0.17701,0.58548,1.18968,0.000538174,0.000538174,0.000538174
344,53671.4,0.65862,0.09214,0.02408,0.33999,0.89954,0.88169,0.86732,0.89396,0.60885,0.31132,0.24623,0.26988,0.26815,1.2503,0.30599,0.17291,0.58654,1.19096,0.000534874,0.000534874,0.000534874
345,53826.5,0.6642,0.0994,0.02339,0.34386,0.89555,0.88757,0.85918,0.89441,0.60907,0.30674,0.24653,0.26686,0.26497,1.25017,0.30705,0.17852,0.58646,1.19331,0.000531573,0.000531573,0.000531573
346,53982.4,0.66028,0.07407,0.0287,0.34143,0.89819,0.87136,0.87494,0.89457,0.60972,0.31325,0.24714,0.26997,0.26775,1.24897,0.31151,0.18363,0.58696,1.19091,0.000528272,0.000528272,0.000528272
347,54138.9,0.66495,0.1031,0.02633,0.34461,0.89886,0.88686,0.86105,0.89216,0.60757,0.31065,0.24624,0.26762,0.26568,1.24821,0.31065,0.17745,0.58882,1.18805,0.000524972,0.000524972,0.000524972
348,54294.7,0.65354,0.07202,0.0214,0.34135,0.8968,0.89088,0.85415,0.89291,0.60937,0.31323,0.24503,0.26822,0.26615,1.24739,0.30384,0.17819,0.58779,1.18824,0.000521671,0.000521671,0.000521671
349,54452,0.66654,0.09052,0.02851,0.34461,0.90075,0.88581,0.86032,0.89332,0.60863,0.31244,0.24503,0.2663,0.265,1.24847,0.30111,0.17124,0.58822,1.18994,0.00051837,0.00051837,0.00051837
350,54607.9,0.65753,0.10621,0.02765,0.34091,0.89692,0.87908,0.86543,0.89426,0.60848,0.31122,0.24684,0.26577,0.26401,1.25108,0.31089,0.16924,0.5909,1.19189,0.00051507,0.00051507,0.00051507
351,54764.2,0.65645,0.08759,0.02545,0.34009,0.89331,0.88136,0.87111,0.89415,0.60861,0.31211,0.24563,0.26688,0.26458,1.25103,0.30101,0.16858,0.59077,1.19262,0.000511769,0.000511769,0.000511769
352,54920.2,0.65308,0.10402,0.02546,0.33582,0.8947,0.86874,0.87534,0.8924,0.60687,0.30996,0.24623,0.2657,0.26378,1.25188,0.29344,0.1711,0.59074,1.19253,0.000508468,0.000508468,0.000508468
353,55076.6,0.66185,0.11569,0.02736,0.34119,0.89677,0.88513,0.86348,0.89306,0.60723,0.31205,0.24563,0.26743,0.2656,1.25287,0.29546,0.17248,0.58791,1.19167,0.000505168,0.000505168,0.000505168
