epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,17745.9,0.93792,0.34088,0.06563,0.48564,0.9957,0.89669,0.8556,0.90649,0.62098,0.31436,0.22875,0.26476,0.26244,1.2266,0.93336,0.16436,0.58761,1.13621,0.00129403,0.00129403,0.00129403
115,17900.3,0.94815,0.27804,0.06517,0.4854,0.99968,0.90023,0.85621,0.90518,0.62393,0.31223,0.22845,0.26408,0.26231,1.22001,0.93937,0.15639,0.57907,1.14261,0.00129072,0.00129072,0.00129072
116,18054.6,0.94944,0.31597,0.05978,0.48325,0.99826,0.89412,0.8588,0.90377,0.62477,0.31798,0.22746,0.26285,0.26108,1.21669,0.93718,0.17709,0.58231,1.13891,0.00128742,0.00128742,0.00128742
117,18209.6,0.94162,0.35203,0.05836,0.48408,0.99641,0.89464,0.85982,0.9017,0.62246,0.30222,0.22815,0.26207,0.2606,1.21544,0.93525,0.17292,0.58054,1.13711,0.00128412,0.00128412,0.00128412
118,18365.2,0.9357,0.2493,0.05721,0.47691,0.99491,0.88515,0.85308,0.9005,0.61517,0.30336,0.22694,0.26068,0.25834,1.22847,0.93536,0.16764,0.59642,1.14371,0.00128082,0.00128082,0.00128082
119,18519.4,0.92918,0.28699,0.05286,0.47309,0.98743,0.89868,0.85614,0.90315,0.61901,0.30717,0.23045,0.25747,0.25462,1.22631,0.94178,0.16653,0.58649,1.14146,0.00127752,0.00127752,0.00127752
120,18673.8,0.9417,0.2924,0.05977,0.48193,0.99812,0.88841,0.86153,0.90561,0.61792,0.30031,0.22936,0.25431,0.25196,1.22204,0.93658,0.14868,0.58054,1.13886,0.00127422,0.00127422,0.00127422
121,18829.4,0.93266,0.33261,0.06639,0.48036,0.99532,0.88603,0.85297,0.90266,0.61867,0.30806,0.22815,0.25839,0.25648,1.22239,0.93729,0.16181,0.5879,1.13914,0.00127092,0.00127092,0.00127092
122,18985.2,0.93956,0.25343,0.06095,0.48014,0.99478,0.88912,0.86526,0.9034,0.62087,0.31004,0.22634,0.25675,0.25398,1.21706,0.93335,0.15575,0.57686,1.13486,0.00126762,0.00126762,0.00126762
123,19140.2,0.92599,0.29715,0.0541,0.47282,0.99284,0.88245,0.86113,0.90054,0.61576,0.30622,0.23146,0.2576,0.25573,1.22846,0.94524,0.16861,0.59499,1.14154,0.00126432,0.00126432,0.00126432
124,19295.5,0.91815,0.27946,0.05654,0.47249,0.9874,0.89499,0.84285,0.89911,0.62081,0.31018,0.22785,0.25981,0.25754,1.2146,0.9356,0.16835,0.59071,1.13684,0.00126102,0.00126102,0.00126102
125,19451.2,0.92174,0.30084,0.06534,0.47221,0.99177,0.89009,0.86393,0.90646,0.62227,0.31015,0.22725,0.25885,0.2571,1.21481,0.93946,0.14466,0.589,1.13316,0.00125772,0.00125772,0.00125772
126,19607.4,0.92242,0.30224,0.05727,0.47132,0.98699,0.89342,0.85348,0.9012,0.61893,0.31747,0.22574,0.26358,0.26161,1.22667,0.93444,0.17692,0.5942,1.14224,0.00125442,0.00125442,0.00125442
127,19762.1,0.91562,0.25387,0.04946,0.46796,0.98392,0.88773,0.86392,0.9029,0.62059,0.30887,0.22815,0.25547,0.25385,1.22317,0.93306,0.16605,0.583,1.14063,0.00125112,0.00125112,0.00125112
128,19917.7,0.92152,0.25609,0.05414,0.4676,0.98996,0.88699,0.85727,0.90362,0.62253,0.31087,0.22936,0.2608,0.25923,1.22245,0.93593,0.17868,0.58205,1.13743,0.00124782,0.00124782,0.00124782
129,20073,0.91109,0.2935,0.05113,0.46369,0.98071,0.89053,0.85348,0.90109,0.61839,0.30753,0.23177,0.26227,0.25951,1.22341,0.93411,0.16614,0.58738,1.13923,0.00124452,0.00124452,0.00124452
130,20229.9,0.91968,0.35305,0.05881,0.47359,0.98612,0.88726,0.86753,0.9018,0.62149,0.30742,0.22815,0.25821,0.25516,1.22558,0.92959,0.15589,0.5769,1.14535,0.00124121,0.00124121,0.00124121
131,20385.7,0.91629,0.2861,0.06521,0.47256,0.98976,0.8983,0.85129,0.90236,0.6181,0.30759,0.23207,0.26005,0.2575,1.22217,0.92893,0.16637,0.58772,1.14025,0.00123791,0.00123791,0.00123791
132,20541.2,0.89609,0.28064,0.05507,0.46141,0.9832,0.89805,0.8554,0.89998,0.62067,0.30932,0.23086,0.2649,0.26205,1.22183,0.91698,0.18855,0.58487,1.13887,0.00123461,0.00123461,0.00123461
133,20698.1,0.91418,0.29955,0.05656,0.47035,0.98307,0.88064,0.85953,0.90276,0.62451,0.31512,0.23267,0.26794,0.26463,1.21003,0.92212,0.17108,0.57794,1.1343,0.00123131,0.00123131,0.00123131
134,20854.5,0.91491,0.28049,0.06143,0.46891,0.98769,0.89527,0.86566,0.90553,0.62404,0.31425,0.23568,0.26824,0.26555,1.21503,0.92316,0.16574,0.5737,1.13606,0.00122801,0.00122801,0.00122801
135,21010.5,0.91153,0.24833,0.05605,0.46767,0.98727,0.88516,0.85451,0.89824,0.61641,0.30635,0.23086,0.26063,0.25734,1.22463,0.89822,0.16513,0.59104,1.14265,0.00122471,0.00122471,0.00122471
136,21165.3,0.8987,0.29387,0.05876,0.46209,0.98075,0.88765,0.85101,0.89978,0.62023,0.31285,0.23267,0.26449,0.26171,1.21744,0.91318,0.18615,0.5969,1.14406,0.00122141,0.00122141,0.00122141
137,21319.9,0.91467,0.25691,0.05798,0.46942,0.98939,0.89139,0.85835,0.89934,0.62027,0.30714,0.23026,0.26274,0.25942,1.22046,0.90542,0.15261,0.58903,1.14075,0.00121811,0.00121811,0.00121811
138,21476.2,0.90288,0.28346,0.06214,0.46359,0.9835,0.88858,0.86483,0.90075,0.62095,0.30317,0.23629,0.2631,0.25846,1.21819,0.8842,0.15689,0.5916,1.14174,0.00121481,0.00121481,0.00121481
139,21632,0.90308,0.30819,0.06739,0.46385,0.98279,0.89735,0.86182,0.90764,0.62211,0.30832,0.23418,0.26019,0.25677,1.22137,0.89776,0.20172,0.58312,1.13708,0.00121151,0.00121151,0.00121151
140,21786.3,0.89856,0.24028,0.05395,0.46211,0.98153,0.90127,0.85188,0.90202,0.62119,0.29946,0.23749,0.26201,0.25667,1.21814,0.88138,0.19045,0.58817,1.13664,0.00120821,0.00120821,0.00120821
141,21940.8,0.8939,0.26284,0.05524,0.45662,0.97667,0.89286,0.84717,0.89907,0.61834,0.30606,0.23568,0.26072,0.25618,1.22456,0.8793,0.16784,0.59091,1.13987,0.00120491,0.00120491,0.00120491
142,22095.1,0.89084,0.26155,0.05313,0.45469,0.97593,0.89504,0.85972,0.90684,0.62096,0.30664,0.23372,0.26123,0.25783,1.2292,0.88759,0.16529,0.58508,1.14476,0.00120161,0.00120161,0.00120161
143,22252.1,0.8895,0.19064,0.0556,0.45897,0.97748,0.87954,0.86456,0.90127,0.62209,0.31371,0.23753,0.26205,0.2584,1.22178,0.88831,0.1603,0.5835,1.14096,0.00119831,0.00119831,0.00119831
144,22408.4,0.88494,0.24208,0.05663,0.45131,0.97539,0.8898,0.85763,0.90656,0.61898,0.3053,0.23538,0.25865,0.25401,1.23259,0.83713,0.15696,0.58923,1.14734,0.00119501,0.00119501,0.00119501
145,22564.4,0.90146,0.27266,0.05836,0.45915,0.97795,0.89125,0.85733,0.90677,0.6232,0.30786,0.23779,0.26393,0.25995,1.22358,0.82549,0.16546,0.58124,1.14264,0.0011917,0.0011917,0.0011917
146,22719.7,0.89429,0.26689,0.0544,0.45778,0.97692,0.88506,0.85912,0.90181,0.61862,0.30721,0.23749,0.26547,0.2615,1.22643,0.82572,0.15983,0.58576,1.14754,0.0011884,0.0011884,0.0011884
147,22875.8,0.88752,0.2841,0.05558,0.45744,0.97973,0.88152,0.86714,0.90357,0.62385,0.30899,0.23207,0.26483,0.25945,1.21928,0.83294,0.15192,0.58991,1.14392,0.0011851,0.0011851,0.0011851
148,23032.6,0.8892,0.23531,0.06319,0.46107,0.97898,0.89879,0.84963,0.90053,0.61809,0.32238,0.22936,0.27007,0.26463,1.22872,0.82768,0.18008,0.58682,1.14514,0.0011818,0.0011818,0.0011818
149,23188.2,0.89587,0.26265,0.06097,0.4654,0.98138,0.89327,0.85622,0.90167,0.61846,0.3204,0.24262,0.26412,0.26069,1.22715,0.7647,0.16199,0.58027,1.14274,0.0011785,0.0011785,0.0011785
150,23343.2,0.89702,0.24346,0.05151,0.46079,0.97971,0.89672,0.8533,0.90511,0.62074,0.32031,0.24081,0.26954,0.2656,1.23054,0.70944,0.16053,0.58511,1.14835,0.0011752,0.0011752,0.0011752
151,23500.2,0.8807,0.27007,0.04781,0.44724,0.97103,0.89736,0.84856,0.89566,0.61747,0.31563,0.2384,0.26945,0.2641,1.22718,0.70884,0.17719,0.60076,1.14837,0.0011719,0.0011719,0.0011719
152,23656.5,0.89707,0.21867,0.05272,0.45701,0.98162,0.8834,0.85735,0.90101,0.6186,0.29962,0.23357,0.25881,0.25186,1.22027,0.78198,0.16563,0.58312,1.14043,0.0011686,0.0011686,0.0011686
153,23811.9,0.89831,0.23649,0.06308,0.46151,0.97865,0.87851,0.85562,0.89918,0.61691,0.31507,0.24382,0.26575,0.26235,1.23465,0.65621,0.17076,0.59066,1.14896,0.0011653,0.0011653,0.0011653
154,23967.7,0.89544,0.23188,0.05877,0.45792,0.97642,0.89149,0.86165,0.90506,0.61984,0.31248,0.24292,0.2699,0.26413,1.23267,0.67483,0.16544,0.58126,1.14912,0.001162,0.001162,0.001162
155,24125.1,0.87898,0.21204,0.05652,0.44763,0.97435,0.89395,0.86077,0.90283,0.62282,0.32199,0.2399,0.27118,0.26655,1.22582,0.62876,0.16916,0.58759,1.14608,0.0011587,0.0011587,0.0011587
156,24281.9,0.8808,0.18072,0.04979,0.45304,0.97252,0.8971,0.85972,0.90128,0.61923,0.31906,0.24473,0.2696,0.26416,1.23065,0.61417,0.15189,0.58677,1.15063,0.0011554,0.0011554,0.0011554
157,24438.4,0.88481,0.22042,0.04763,0.44717,0.96817,0.89992,0.84632,0.90138,0.61993,0.31896,0.23947,0.27187,0.26795,1.22928,0.59796,0.15284,0.58407,1.14636,0.0011521,0.0011521,0.0011521
158,24595,0.89276,0.21758,0.05693,0.45155,0.97971,0.89702,0.85611,0.90728,0.62102,0.31872,0.24262,0.27015,0.26639,1.22978,0.72299,0.15752,0.58162,1.14447,0.0011488,0.0011488,0.0011488
159,24751.3,0.88268,0.21015,0.05789,0.45087,0.97273,0.8939,0.8597,0.90218,0.61949,0.31831,0.2402,0.27119,0.26695,1.22688,0.65826,0.15372,0.5873,1.1446,0.0011455,0.0011455,0.0011455
160,24908.7,0.88501,0.2116,0.06179,0.45449,0.97757,0.88784,0.86261,0.90336,0.6208,0.32001,0.23599,0.26577,0.2606,1.22424,0.66924,0.15995,0.58427,1.1481,0.0011422,0.0011422,0.0011422
161,25065.1,0.87896,0.23804,0.05169,0.44477,0.97262,0.88472,0.86751,0.90497,0.62421,0.32825,0.24352,0.27406,0.27026,1.21876,0.61484,0.16711,0.57898,1.14727,0.00113889,0.00113889,0.00113889
162,25221.7,0.87983,0.24496,0.05611,0.44638,0.96795,0.89047,0.86692,0.90653,0.62155,0.32363,0.24382,0.2685,0.26444,1.22989,0.63617,0.15586,0.58197,1.15165,0.00113559,0.00113559,0.00113559
163,25377.9,0.86258,0.19243,0.0502,0.44004,0.96842,0.89046,0.86601,0.90604,0.62242,0.32661,0.2387,0.27203,0.26761,1.22624,0.64236,0.1582,0.58518,1.14969,0.00113229,0.00113229,0.00113229
164,25534.6,0.85531,0.15337,0.0457,0.43988,0.96328,0.89022,0.85858,0.90181,0.61936,0.3268,0.24113,0.27394,0.27034,1.23261,0.55815,0.16742,0.58442,1.1507,0.00112899,0.00112899,0.00112899
165,25690.7,0.86037,0.19985,0.05202,0.44131,0.96297,0.89066,0.86219,0.90195,0.61791,0.31971,0.24141,0.27099,0.2669,1.23833,0.59783,0.16345,0.587,1.15618,0.00112569,0.00112569,0.00112569
166,25846.9,0.87399,0.19831,0.05417,0.4442,0.96934,0.89122,0.8498,0.89903,0.61705,0.32532,0.239,0.2722,0.26771,1.22905,0.56445,0.15248,0.59013,1.14846,0.00112239,0.00112239,0.00112239
167,26003,0.8487,0.18986,0.05323,0.43663,0.9603,0.8933,0.86203,0.9046,0.61945,0.31998,0.24382,0.27319,0.26705,1.2368,0.62304,0.15108,0.57969,1.15444,0.00111909,0.00111909,0.00111909
168,26160.9,0.8724,0.18604,0.0561,0.44801,0.97332,0.8769,0.8756,0.90552,0.62005,0.32841,0.24231,0.27609,0.27309,1.2348,0.4812,0.14394,0.57752,1.15238,0.00111579,0.00111579,0.00111579
169,26316.8,0.87899,0.20521,0.05509,0.44808,0.96884,0.88667,0.85972,0.9022,0.61945,0.32465,0.24292,0.2703,0.26419,1.23588,0.52937,0.15634,0.58432,1.15329,0.00111249,0.00111249,0.00111249
170,26472.9,0.8616,0.18228,0.04433,0.4401,0.9663,0.89544,0.85973,0.90253,0.61861,0.31144,0.2381,0.26384,0.25777,1.23476,0.6295,0.15636,0.58344,1.15116,0.00110919,0.00110919,0.00110919
171,26628.8,0.85758,0.17857,0.04995,0.43562,0.96378,0.89235,0.85489,0.90057,0.61675,0.32723,0.24473,0.27273,0.26872,1.24165,0.53383,0.15532,0.58213,1.15491,0.00110589,0.00110589,0.00110589
172,26786.7,0.87248,0.21649,0.05608,0.44934,0.97108,0.89259,0.85641,0.9014,0.6181,0.32238,0.24124,0.26926,0.26316,1.23727,0.55069,0.15827,0.58105,1.15342,0.00110259,0.00110259,0.00110259
173,26943.9,0.86191,0.1613,0.04957,0.43476,0.96551,0.9032,0.84889,0.90206,0.61825,0.32833,0.24684,0.27679,0.2719,1.23361,0.50263,0.16461,0.58791,1.1503,0.00109929,0.00109929,0.00109929
174,27100.8,0.83192,0.15261,0.05067,0.42425,0.95423,0.89557,0.86064,0.90439,0.62134,0.31715,0.24563,0.27264,0.26857,1.22989,0.51304,0.15789,0.57967,1.15568,0.00109599,0.00109599,0.00109599
175,27257,0.87494,0.18455,0.05234,0.44277,0.96881,0.88793,0.86574,0.90391,0.61978,0.32606,0.24262,0.27278,0.26916,1.23664,0.47658,0.18257,0.57325,1.15645,0.00109269,0.00109269,0.00109269
176,27413.8,0.86926,0.17659,0.05086,0.43806,0.97097,0.88695,0.86238,0.90356,0.62043,0.32198,0.24623,0.27058,0.26793,1.22861,0.46755,0.16875,0.57775,1.15084,0.00108938,0.00108938,0.00108938
177,27570.6,0.86709,0.17394,0.05568,0.43988,0.96809,0.89169,0.85967,0.90442,0.61576,0.31526,0.2396,0.26635,0.26059,1.23539,0.53856,0.16531,0.58247,1.15842,0.00108608,0.00108608,0.00108608
178,27726.3,0.85662,0.13526,0.04982,0.44174,0.96764,0.8904,0.85697,0.90345,0.61591,0.32131,0.24171,0.2688,0.26547,1.23385,0.47439,0.18829,0.58302,1.15425,0.00108278,0.00108278,0.00108278
179,27883.6,0.84628,0.16572,0.0561,0.43198,0.96014,0.89783,0.84784,0.90382,0.618,0.31232,0.24412,0.26805,0.2615,1.24103,0.51746,0.15803,0.58719,1.16153,0.00107948,0.00107948,0.00107948
180,28039.9,0.84547,0.1652,0.05302,0.42738,0.9586,0.87657,0.85568,0.8997,0.61814,0.32412,0.24326,0.27083,0.26735,1.23756,0.43363,0.17154,0.59262,1.15473,0.00107618,0.00107618,0.00107618
181,28196.8,0.85191,0.17704,0.05409,0.43378,0.96189,0.90052,0.84697,0.89802,0.61833,0.32252,0.24756,0.27345,0.26883,1.23354,0.45464,0.14892,0.58481,1.15665,0.00107288,0.00107288,0.00107288
182,28352.7,0.84065,0.14486,0.04396,0.43349,0.9595,0.89532,0.85476,0.90109,0.61515,0.32631,0.24473,0.26925,0.26678,1.23782,0.41546,0.18289,0.59117,1.16079,0.00106958,0.00106958,0.00106958
183,28508.8,0.84407,0.13791,0.04896,0.43296,0.96121,0.88054,0.86162,0.90225,0.61886,0.32482,0.24503,0.27314,0.2696,1.2351,0.43337,0.16393,0.58772,1.15223,0.00106628,0.00106628,0.00106628
184,28666.1,0.85455,0.1768,0.05205,0.43366,0.96305,0.88422,0.8608,0.90004,0.61437,0.32402,0.24352,0.27341,0.26877,1.24334,0.45044,0.17184,0.591,1.15617,0.00106298,0.00106298,0.00106298
185,28822.6,0.83795,0.16242,0.04684,0.42813,0.95917,0.89431,0.85188,0.89797,0.61445,0.32394,0.24012,0.26848,0.26226,1.23625,0.54883,0.17237,0.58946,1.15614,0.00105968,0.00105968,0.00105968
186,28978.5,0.84963,0.16733,0.05014,0.43469,0.962,0.89728,0.85763,0.90262,0.61846,0.33452,0.24653,0.27541,0.27161,1.23811,0.44494,0.17898,0.584,1.15902,0.00105638,0.00105638,0.00105638
187,29135.1,0.85315,0.1626,0.054,0.43139,0.96318,0.89277,0.85702,0.89932,0.61842,0.33015,0.24503,0.2738,0.27093,1.22866,0.4566,0.15383,0.58322,1.15228,0.00105308,0.00105308,0.00105308
188,29291.2,0.85109,0.14183,0.04814,0.43174,0.96049,0.90278,0.84769,0.905,0.61918,0.32183,0.24533,0.26899,0.26541,1.23927,0.42873,0.15947,0.5865,1.16092,0.00104978,0.00104978,0.00104978
189,29447.1,0.83719,0.14934,0.04866,0.42428,0.95866,0.90207,0.84829,0.90076,0.6145,0.32945,0.24593,0.27174,0.26776,1.24064,0.43523,0.16458,0.58613,1.15748,0.00104648,0.00104648,0.00104648
190,29602.9,0.82618,0.1378,0.04856,0.4223,0.95054,0.89242,0.86334,0.89987,0.61638,0.32785,0.24804,0.27262,0.26987,1.24038,0.45017,0.156,0.58344,1.15767,0.00104318,0.00104318,0.00104318
191,29757.9,0.83539,0.14732,0.0444,0.42558,0.95555,0.9034,0.85233,0.90019,0.61563,0.32624,0.24352,0.27167,0.26826,1.23876,0.42944,0.15936,0.58311,1.15716,0.00103987,0.00103987,0.00103987
192,29914.3,0.82098,0.12992,0.04405,0.4203,0.95116,0.90287,0.85282,0.90215,0.61703,0.31989,0.24731,0.26907,0.26608,1.24625,0.40875,0.15092,0.58514,1.16327,0.00103657,0.00103657,0.00103657
193,30071,0.82807,0.12766,0.04649,0.42238,0.95247,0.90439,0.85071,0.90166,0.61408,0.31511,0.24442,0.26942,0.26423,1.24415,0.46197,0.17107,0.58531,1.16649,0.00103327,0.00103327,0.00103327
194,30226.2,0.83884,0.18049,0.05047,0.42711,0.95682,0.90008,0.85281,0.90355,0.61839,0.32115,0.24744,0.27431,0.2704,1.23727,0.42347,0.15732,0.586,1.16012,0.00102997,0.00102997,0.00102997
195,30380.7,0.82685,0.14465,0.04319,0.42901,0.95905,0.88855,0.8525,0.89903,0.6162,0.32591,0.24593,0.27416,0.27052,1.23512,0.40205,0.16409,0.58623,1.16243,0.00102667,0.00102667,0.00102667
196,30537.3,0.81791,0.12976,0.04368,0.41961,0.95131,0.8962,0.85425,0.90108,0.61751,0.32881,0.24442,0.26978,0.26401,1.23465,0.42993,0.17831,0.5871,1.15605,0.00102337,0.00102337,0.00102337
197,30694.9,0.82481,0.10647,0.04142,0.41919,0.95377,0.90194,0.84847,0.90168,0.61713,0.32223,0.24623,0.26929,0.26562,1.23491,0.40696,0.16073,0.58292,1.15779,0.00102007,0.00102007,0.00102007
198,30851.5,0.8299,0.13424,0.04598,0.42387,0.95151,0.88955,0.85727,0.89888,0.6144,0.32269,0.24442,0.2699,0.26662,1.24198,0.40667,0.166,0.58595,1.162,0.00101677,0.00101677,0.00101677
199,31007,0.82257,0.15891,0.04816,0.41961,0.95306,0.8829,0.86353,0.89792,0.61592,0.3281,0.24563,0.27345,0.27162,1.23814,0.35775,0.16203,0.58538,1.16059,0.00101347,0.00101347,0.00101347
200,31163.3,0.81526,0.15554,0.04229,0.41511,0.94997,0.89147,0.85372,0.89933,0.61918,0.31955,0.24895,0.27079,0.26693,1.23135,0.38179,0.1768,0.58594,1.1574,0.00101017,0.00101017,0.00101017
201,31319.6,0.82437,0.13503,0.04646,0.4197,0.94989,0.88971,0.85352,0.89988,0.61763,0.32888,0.24653,0.27423,0.27125,1.23903,0.37116,0.17374,0.58481,1.16192,0.00100687,0.00100687,0.00100687
202,31476.7,0.80487,0.13506,0.03811,0.40755,0.94126,0.89674,0.85552,0.90011,0.61489,0.32445,0.24593,0.27435,0.27013,1.24119,0.42268,0.16436,0.58952,1.16243,0.00100357,0.00100357,0.00100357
203,31634,0.80752,0.12799,0.03815,0.41555,0.94705,0.88623,0.85944,0.89944,0.61441,0.33131,0.24503,0.27234,0.26664,1.24603,0.44717,0.16445,0.59307,1.16614,0.00100027,0.00100027,0.00100027
204,31791.9,0.8266,0.16208,0.04624,0.42362,0.95393,0.88727,0.86402,0.90206,0.61741,0.32825,0.24364,0.27432,0.26938,1.2405,0.44435,0.16417,0.5859,1.15866,0.000996966,0.000996966,0.000996966
205,31947.5,0.8129,0.13806,0.04875,0.41825,0.94646,0.89436,0.85461,0.90042,0.61745,0.32842,0.24593,0.27793,0.27386,1.23714,0.40807,0.18254,0.58137,1.15938,0.000993665,0.000993665,0.000993665
206,32102.7,0.81245,0.11601,0.03913,0.4139,0.94725,0.90769,0.84278,0.89954,0.61636,0.31888,0.24623,0.27288,0.26857,1.23381,0.40288,0.16879,0.58914,1.15867,0.000990365,0.000990365,0.000990365
207,32257.4,0.83136,0.1432,0.04882,0.42196,0.95177,0.8969,0.85661,0.8994,0.61693,0.32517,0.24412,0.27316,0.26804,1.23582,0.43362,0.15546,0.58454,1.16174,0.000987064,0.000987064,0.000987064
208,32413.6,0.81408,0.15235,0.04233,0.4151,0.94908,0.90181,0.84682,0.90047,0.61808,0.32795,0.24714,0.27376,0.27037,1.23608,0.37868,0.16489,0.5857,1.1606,0.000983763,0.000983763,0.000983763
209,32571,0.8132,0.15627,0.04303,0.41377,0.94947,0.88881,0.85553,0.89813,0.61383,0.32209,0.24442,0.26427,0.25651,1.2357,0.51347,0.16528,0.58977,1.16316,0.000980463,0.000980463,0.000980463
210,32727.9,0.81415,0.1399,0.04235,0.41444,0.94611,0.89183,0.85513,0.90126,0.61626,0.3231,0.24292,0.26743,0.26399,1.23503,0.39088,0.16558,0.58059,1.15942,0.000977162,0.000977162,0.000977162
211,32883.7,0.80151,0.11435,0.04137,0.40975,0.94613,0.89497,0.85611,0.90079,0.61647,0.324,0.24579,0.27146,0.2679,1.23175,0.41488,0.16463,0.58362,1.15814,0.000973861,0.000973861,0.000973861
212,33040.3,0.81335,0.14641,0.04273,0.41361,0.94986,0.89653,0.85883,0.90238,0.6181,0.32023,0.24643,0.27487,0.27101,1.23516,0.41153,0.15883,0.5809,1.16003,0.000970561,0.000970561,0.000970561
213,33197.3,0.78429,0.12076,0.04233,0.40353,0.93842,0.90387,0.85111,0.90008,0.61779,0.31745,0.24684,0.26919,0.26641,1.23419,0.36905,0.16374,0.58099,1.16236,0.00096726,0.00096726,0.00096726
214,33353,0.79709,0.12309,0.0403,0.40347,0.94639,0.89713,0.85018,0.89741,0.61393,0.32308,0.24714,0.26909,0.26521,1.23468,0.37758,0.16144,0.58694,1.16276,0.000963959,0.000963959,0.000963959
215,33510.2,0.79761,0.12511,0.04232,0.4064,0.94152,0.9023,0.84408,0.8978,0.6154,0.32603,0.24563,0.27386,0.27071,1.23563,0.35012,0.15822,0.5912,1.1609,0.000960659,0.000960659,0.000960659
216,33665,0.79525,0.12153,0.04019,0.4056,0.94116,0.89708,0.85129,0.89822,0.61627,0.32892,0.24473,0.27192,0.26814,1.23287,0.39937,0.16103,0.58382,1.16133,0.000957358,0.000957358,0.000957358
217,33821.3,0.79263,0.12448,0.04508,0.40412,0.94081,0.87688,0.86789,0.89853,0.6167,0.32664,0.24171,0.2733,0.27012,1.2282,0.38708,0.15357,0.58438,1.15839,0.000954057,0.000954057,0.000954057
218,33977.4,0.79469,0.12306,0.04236,0.40389,0.9397,0.89393,0.85568,0.8994,0.61613,0.32236,0.24412,0.27263,0.26996,1.23463,0.36535,0.16225,0.5853,1.16081,0.000950757,0.000950757,0.000950757
219,34133.6,0.80166,0.12627,0.03698,0.40555,0.94697,0.88728,0.86195,0.89943,0.61428,0.32488,0.24545,0.26897,0.2651,1.23636,0.3434,0.15734,0.58854,1.16872,0.000947456,0.000947456,0.000947456
220,34290.2,0.79695,0.16358,0.051,0.40314,0.93853,0.9028,0.84524,0.90143,0.61879,0.31846,0.2448,0.26889,0.26564,1.23243,0.36399,0.15553,0.58267,1.16177,0.000944155,0.000944155,0.000944155
221,34445.5,0.79035,0.14521,0.04586,0.40468,0.94184,0.88614,0.8597,0.89945,0.61533,0.3243,0.24366,0.27276,0.26946,1.23795,0.34767,0.16171,0.5886,1.16256,0.000940855,0.000940855,0.000940855
222,34601.5,0.78922,0.11801,0.04301,0.40112,0.93993,0.89662,0.85144,0.89539,0.61462,0.3241,0.24268,0.27187,0.26965,1.23449,0.35274,0.16211,0.58738,1.16241,0.000937554,0.000937554,0.000937554
223,34757.2,0.79953,0.13807,0.04413,0.4039,0.94256,0.90511,0.84208,0.8993,0.61538,0.32427,0.24473,0.27254,0.26845,1.23182,0.38391,0.15736,0.58724,1.162,0.000934253,0.000934253,0.000934253
224,34912.8,0.79881,0.15567,0.05056,0.40603,0.94257,0.88799,0.86093,0.90265,0.61704,0.31532,0.24391,0.26981,0.26408,1.23899,0.41708,0.15182,0.57771,1.16409,0.000930953,0.000930953,0.000930953
225,35068.4,0.79003,0.12823,0.04021,0.40388,0.93829,0.89257,0.8543,0.90083,0.61482,0.31502,0.24473,0.26873,0.26271,1.24029,0.43449,0.16419,0.58162,1.16912,0.000927652,0.000927652,0.000927652
226,35224.5,0.78151,0.13236,0.04068,0.40597,0.93677,0.89533,0.85593,0.90137,0.61678,0.32262,0.24667,0.27593,0.27285,1.23992,0.35769,0.15557,0.58293,1.1654,0.000924352,0.000924352,0.000924352
227,35380,0.79001,0.1233,0.0372,0.4031,0.93882,0.8796,0.86662,0.89833,0.61501,0.33041,0.24533,0.2784,0.27529,1.24006,0.31916,0.16164,0.58443,1.16717,0.000921051,0.000921051,0.000921051
228,35536.8,0.78832,0.10853,0.04116,0.40031,0.93993,0.89279,0.85827,0.89841,0.61503,0.32394,0.24653,0.27512,0.27196,1.23849,0.35297,0.17366,0.58443,1.16614,0.00091775,0.00091775,0.00091775
229,35692.3,0.78504,0.11945,0.04559,0.40079,0.9371,0.89833,0.8537,0.89907,0.61671,0.32663,0.24533,0.27751,0.27454,1.23547,0.35088,0.15575,0.58285,1.16568,0.00091445,0.00091445,0.00091445
230,35846.9,0.77698,0.13271,0.04187,0.39869,0.93749,0.89796,0.85576,0.90028,0.6159,0.31459,0.24774,0.27279,0.26852,1.23525,0.37214,0.1547,0.57596,1.16518,0.000911149,0.000911149,0.000911149
231,36002.4,0.77353,0.12851,0.03854,0.39743,0.93415,0.90458,0.85083,0.90039,0.61655,0.31753,0.24653,0.26962,0.26384,1.24056,0.40361,0.15831,0.57891,1.16889,0.000907848,0.000907848,0.000907848
232,36157.7,0.78396,0.11893,0.03565,0.3966,0.93938,0.9053,0.84595,0.89841,0.61538,0.31861,0.24593,0.27157,0.26856,1.23461,0.3368,0.16337,0.58134,1.16351,0.000904548,0.000904548,0.000904548
233,36312.6,0.79101,0.09513,0.04036,0.40327,0.93803,0.88572,0.86121,0.89792,0.61614,0.32269,0.24563,0.27229,0.26912,1.23188,0.34003,0.16264,0.58547,1.16457,0.000901247,0.000901247,0.000901247
